Source Item Code,Source / product name,FnB inventory identities in group,Proposed canonical inventoryItemId,Canonical product name,Canonical selection reason,Superseded identities,May source-row presence,June source-row presence,Physical locations represented,Physical location names,Count lines to repoint,External-mapping coverage,Material pack/UOM compatibility,Expected valuation delta
30337810,chappellet pritchard hill cabernet 3210726,2,a37de66c-d8b5-4a4f-9f45-af4fe3f2ad2e,CHAPPELLET PRITCHARD HILL CABERNET - 3210726,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
305406,provenance napa cab 14,2,186bcb2b-d3e4-4c02-ab00-7a7ab3e4e7b4,PROVENANCE NAPA CAB + 14,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
306228,whistlepig rye,2,45e2d6e9-2f8f-49dc-8e7b-f40676e3b4d7,Whistlepig - Rye,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | mens locker room,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
308130,chocolate chip cookie dough,2,46609444-22da-41f0-9a23-69cb6f7cc3ef,Chocolate Chip Cookie Dough,decided on downstream references (13 vs 5),1,Yes,Yes,2,halfway house | main freezer,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=80,$0.00
312315,canadian club 1858,5,a406b2d0-d663-4eab-820e-6fc7ec4f8e02,Canadian Club - 1858,decided on downstream references (19 vs 4),4,Yes,Yes,5,bay window bar | grill room | liquor cage | member lounge | mens locker room,0,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=1,$0.00
3125531,sugar individual raw,5,b89f3e6c-3c61-4002-96f9-432b0c73cc24,Sugar - Individual Raw,decided on downstream references (24 vs 5),4,Yes,Yes,5,bay window | dry storeroom | halfway house | main kitchen | mens locker room,3,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
31376,cheese swiss,3,3d0c424e-34b4-4f99-a761-25fad12e0c95,Cheese - Swiss,decided on downstream references (10 vs 8),2,No,Yes,3,bay window | cafe | produce walk in,4,2 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=2,$0.00
316367,high west rye rendezvous,2,699d856d-46eb-4efa-bda4-1ce7be5122ba,High West - Rye Rendezvous,decided on downstream references (11 vs 4),1,Yes,Yes,2,liquor cage | mens locker room,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
31660,chartreuse green,2,6d07b63b-3dec-40a5-a25e-22fffbc253a6,Chartreuse - Green,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | mens locker room,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
317283,ch berne romance mediter rose 750m 2371696,5,eaa69dc4-5c7d-4164-8725-519d32398009,CH BERNE ROMANCE MEDITER ROSE 750M - 2371696,decided on downstream references (19 vs 4),4,Yes,Yes,5,bay window bar | grill room | liquor cage | member lounge | pool cafe,0,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
32005,apple cider,2,ba08c902-4f71-478a-9917-8ae70bb35960,Apple Cider,decided on downstream references (12 vs 4),1,Yes,Yes,2,dry storeroom | main walk in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
3206887,soy sauce tamari,2,5db97a6e-d8d8-476c-8e55-0027c6412f0c,Soy Sauce - Tamari,decided on downstream references (10 vs 5),1,Yes,Yes,2,dry storeroom | main walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=6,$0.00
322052,muffin,4,6cabf94b-2809-4357-b4e3-7c91fa169260,Muffin,decided on downstream references (18 vs 5),3,Yes,Yes,4,beverage carts | halfway house | main freezer | pool cafe,2,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=24,$0.00
3234851,mustard brown,3,4125e549-6b36-4107-adc3-a5e99bda7191,Mustard - Brown,decided on downstream references (17 vs 5),2,Yes,Yes,3,cafe | dry storeroom | halfway house,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=12,$0.00
3252063,provenance napa cab,2,a914cdbc-ddb4-4e4d-a77e-51d7ebd4480d,PROVENANCE NAPA CAB,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
3259860,snack trail mix nut choc,2,08bfbcf3-1100-405c-adfa-df8ab59bea09,SNACK TRAIL MIX NUT & CHOC,decided on downstream references (13 vs 5),1,Yes,Yes,2,dry storeroom | halfway house,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
3259928,planters ind peanuts,4,1751e75a-74be-41bc-b920-9c37b706fcc8,Planters ind.Peanuts,decided on downstream references (17 vs 5),3,Yes,Yes,4,beverage carts | dry storeroom | halfway house | mens locker room,2,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
327,patron anejo,4,c2ce2ac3-b917-4db7-9319-60d0b8702ca9,Patron - Anejo,decided on downstream references (20 vs 5),3,Yes,Yes,4,bay window bar | liquor cage | member lounge | mens locker room,2,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
328,patron silver,8,8ba12fda-0ee1-4c29-88f2-5d548ce69dce,Patron - Silver,decided on downstream references (33 vs 5),7,Yes,Yes,8,bay window bar | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,4,1 mapping record(s) across 1 of 8 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
329556,shannon rdg appellain red blnd 14,2,ca1f7da5-a161-4db0-9ae0-8cd11d368f2d,SHANNON RDG APPELLAIN RED BLND +14,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
329557,provenance napa merlot 14,2,4eb575cf-6c1b-45c2-83cb-4296f7718a15,PROVENANCE NAPA MERLOT +14,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
3302,millet 2 batard,4,0fc068e4-84e2-4357-beed-111313c5c932,MILLET 2# BATARD,decided on downstream references (20 vs 5),3,Yes,Yes,4,bay window | bread reach in | front reach in freezer | main freezer,2,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
332741,adaptation napa p sirah,2,c4471c68-b297-41ee-97f5-bdf290c1f925,ADAPTATION NAPA P SIRAH,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
332775,bailey s,4,825cf5c2-80f8-4823-b618-2812eef92341,Bailey's,decided on downstream references (20 vs 5),3,Yes,Yes,4,bay window bar | liquor cage | mens locker room | pastry shop,2,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=12,$0.00
33451,malibu,6,02d47403-295c-4fa0-9228-39b96757fa3b,Malibu,decided on downstream references (27 vs 5),5,Yes,Yes,6,bay window bar | grill room | liquor cage | member lounge | pastry shop | pool cafe,1,1 mapping record(s) across 1 of 6 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=12,$0.00
335299,seq grove cab 14,2,aa4d3371-d878-4949-9d64-311f505c189e,SEQ GROVE CAB +14,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
338403,adaptation napa cab,2,5e9dc0e3-94b4-4609-bc79-0025c451d300,ADAPTATION NAPA CAB,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
34-33720,veal osso buco,2,76b80e23-3920-4d31-bfa5-05dea8ec735f,Veal - Osso Buco,decided on downstream references (10 vs 4),1,Yes,Yes,2,main freezer | main walk in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
3427940,oak alex cab,2,0f908521-f41d-4942-b00d-272380f05302,OAK ALEX CAB,decided on downstream references (6 vs 5),1,No,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
344101,hennessy vs,3,b2da152d-d2b5-4bef-8e48-77f536b783ef,Hennessy VS,decided on downstream references (14 vs 5),2,Yes,Yes,3,bay window bar | liquor cage | member lounge,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=1,$0.00
346778,cakebread napa cab 14,2,16aae7a7-afcc-44a3-bbac-6fad846f6272,CAKEBREAD NAPA CAB + 14,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
35004,cabbage slaw mix,2,8f616d30-3e93-4b84-9d1d-dc4c7367ff56,Cabbage - Slaw Mix,decided on downstream references (8 vs 7),1,No,Yes,2,cafe | main walk in,1,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=4,$0.00
350350,niner cab est,3,37f8ae70-fd44-4391-aa0b-10228b3307de,NINER CAB EST,decided on downstream references (13 vs 4),2,Yes,Yes,3,grill room | liquor cage | member lounge,0,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
3503927,hummus,2,e75fa54a-126e-446d-8519-fa1229512a3f,Hummus,decided on downstream references (10 vs 6),1,Yes,No,2,cafe | main walk in,0,2 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=2,$0.00
3505705,burger 8 oz,4,26a19889-f2c2-455a-9269-599533f63204,Burger 8 oz,decided on downstream references (21 vs 5),3,Yes,Yes,4,bay window | cafe | main kitchen | main walk in,2,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
351385,chloe pinot grigio,5,a4e45b1f-c526-4f20-9352-ca1bbd4c4abf,CHLOE PINOT GRIGIO,decided on downstream references (23 vs 5),4,Yes,Yes,5,bay window bar | liquor cage | member lounge | mens locker room | pool cafe,4,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
352429,bulleit bourbon,3,a009ca12-ba54-439e-a2e6-89d3e20cc48d,Bulleit - Bourbon,decided on downstream references (17 vs 5),2,Yes,Yes,3,bay window bar | liquor cage | mens locker room,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=12,$0.00
353443,silver oak napa cab,2,b36a211f-58fd-4111-9c45-fe1218dba843,Silver Oak Napa Cab,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
3547080,root beer diet can,5,7b7d6b9f-c4f5-4156-9b77-c1c31ed76429,ROOT BEER DIET CAN,decided on downstream references (21 vs 5),4,Yes,Yes,5,beverage carts | dry storeroom | grill room | halfway house | pool cafe,2,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
357918,cakebrea napa merlot,2,bbbe245f-864b-42b9-af43-16a1987cae8a,CAKEBREA NAPA MERLOT,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
360684,villa maria sauv blanc earth garden 22,4,7a283d47-396e-411c-b8f9-a68104c2fd66,VILLA MARIA SAUV BLANC EARTH GARDEN 22,decided on downstream references (16 vs 4),3,Yes,Yes,4,grill room | liquor cage | member lounge | pool cafe,0,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
360927,grahams port tawny 10yr,2,7c7b46b0-0acc-447d-a4db-d18fb73facce,GRAHAMS PORT TAWNY 10YR,decided on downstream references (12 vs 5),1,Yes,Yes,2,liquor cage | member lounge,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
36096,kaiser pretzel 5oz,2,53a83f55-2524-40d3-a4b3-a6f67f2cb4f5,Kaiser Pretzel 5oz,decided on downstream references (10 vs 4),1,Yes,Yes,2,bay window | bread reach in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
36126,ketel one,8,8474eb0d-7670-475d-8b47-fc9079d0259a,Ketel One,decided on downstream references (9 vs 8),7,Yes,No,8,bay window bar | beverage carts | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,5,2 mapping record(s) across 1 of 8 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=12,$0.00
361442,outerbound alex vly cab 6pk 14,2,75ff741e-4002-4364-a097-ae59a562aea1,OUTERBOUND ALEX VLY CAB 6PK +14,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
367001,banfi aska bolgheri rosso,2,f99a638f-a479-4493-9b01-29c00cae96b6,BANFI ASKA BOLGHERI ROSSO,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
368660,jadot gevrey chambertin rg kb 6pk,2,35b0e17c-36db-47cf-a7be-587b7fd8301d,JADOT GEVREY CHAMBERTIN RG KB 6PK,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
3700499,fries sweet potato,5,28387eac-5893-425a-b7a6-1aad8ef5916d,Fries - Sweet Potato,decided on downstream references (24 vs 5),4,Yes,Yes,5,bay window | cafe | front reach in freezer | main freezer | main kitchen,3,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=6,$0.00
371226,outerbound rr p noir 6pk,2,bf328f6d-f01c-461e-82d7-76b7b664ac02,OUTERBOUND RR P NOIR 6PK,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
